time(us),ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24
0.0,-0.12442500000000001,-0.041162500000000005,-0.056787500000000005,-0.08785000000000001,-0.145425,-0.11730000000000002,-0.06860000000000001,-0.092,-0.086875,-0.1041625,-0.12353750000000001,-0.0729625,-0.19211250000000002,-0.12901250000000003,-0.09453750000000001,-0.1073875,-0.0849125,-0.15126250000000002,-0.18135,-0.1017625,-0.14920000000000003,-0.13796250000000002,-0.1279875,-0.4094875
0.1,-0.12302500000000001,-0.038762500000000005,-0.0559875,-0.08285000000000001,-0.144425,-0.11530000000000001,-0.0656,-0.09060000000000001,-0.086875,-0.1027625,-0.1231375,-0.0723625,-0.19251250000000003,-0.1270125,-0.0929375,-0.10678750000000001,-0.0853125,-0.1510625,-0.18215,-0.1031625,-0.15059999999999998,-0.1397625,-0.1279875,-0.4094875
0.2,-0.123425,-0.0391625,-0.0569875,-0.08365,-0.144825,-0.1155,-0.0654,-0.08880000000000002,-0.08667500000000002,-0.1031625,-0.12273750000000001,-0.0729625,-0.19011250000000002,-0.12761250000000002,-0.08913750000000001,-0.1055875,-0.0873125,-0.1524625,-0.18255000000000002,-0.1045625,-0.1474,-0.13996250000000002,-0.1251875,-0.4094875
0.30000000000000004,-0.122825,-0.039762500000000006,-0.056587500000000006,-0.08565,-0.14602500000000002,-0.1167,-0.0656,-0.089,-0.086075,-0.10336250000000001,-0.1239375,-0.0711625,-0.19011250000000002,-0.12801250000000003,-0.0929375,-0.10538750000000001,-0.0883125,-0.15526250000000003,-0.18275,-0.1035625,-0.14759999999999998,-0.1381625,-0.1277875,-0.4094875
0.4,-0.124225,-0.040162500000000004,-0.0581875,-0.08605000000000002,-0.146825,-0.1169,-0.066,-0.08960000000000001,-0.08547500000000001,-0.1051625,-0.1243375,-0.0707625,-0.1919125,-0.12861250000000002,-0.0939375,-0.10678750000000001,-0.0859125,-0.15426250000000002,-0.18035,-0.1061625,-0.148,-0.1395625,-0.12938750000000002,-0.4094875
0.5,-0.12402500000000001,-0.039962500000000005,-0.0559875,-0.08385000000000001,-0.145825,-0.1167,-0.0674,-0.08940000000000001,-0.086075,-0.10476250000000001,-0.1249375,-0.0717625,-0.1933125,-0.1292125,-0.09353750000000001,-0.10698750000000001,-0.0873125,-0.1540625,-0.18255000000000002,-0.1051625,-0.15,-0.1421625,-0.12938750000000002,-0.4094875
0.6000000000000001,-0.124825,-0.0405625,-0.054587500000000004,-0.08245000000000001,-0.146825,-0.11630000000000001,-0.0644,-0.091,-0.08447500000000001,-0.1045625,-0.12633750000000002,-0.0725625,-0.1935125,-0.1292125,-0.0903375,-0.10698750000000001,-0.08571250000000001,-0.1530625,-0.18335,-0.10536250000000001,-0.15,-0.1395625,-0.1279875,-0.4094875
0.7000000000000001,-0.124225,-0.039962500000000005,-0.056787500000000005,-0.08325,-0.14502500000000002,-0.1175,-0.065,-0.0912,-0.085275,-0.10536250000000001,-0.1251375,-0.0725625,-0.19311250000000002,-0.12801250000000003,-0.09273750000000001,-0.1065875,-0.0879125,-0.1526625,-0.18155000000000002,-0.1051625,-0.14859999999999998,-0.1385625,-0.12838750000000002,-0.4094875
0.8,-0.122625,-0.0407625,-0.056587500000000006,-0.08485000000000001,-0.146425,-0.11630000000000001,-0.065,-0.08940000000000001,-0.086075,-0.1035625,-0.12473750000000002,-0.0731625,-0.1909125,-0.1278125,-0.0923375,-0.1081875,-0.08711250000000001,-0.1520625,-0.18175,-0.1039625,-0.14920000000000003,-0.1411625,-0.1269875,-0.4094875
0.9,-0.122625,-0.040162500000000004,-0.0583875,-0.08725,-0.145825,-0.11630000000000001,-0.0648,-0.08960000000000001,-0.086275,-0.1061625,-0.1241375,-0.0725625,-0.19051250000000003,-0.1272125,-0.09273750000000001,-0.1071875,-0.08671250000000001,-0.1516625,-0.18075,-0.1025625,-0.1474,-0.1393625,-0.1269875,-0.4094875
